cod_mun_completo,cod_mun_ibge,nome_mun,cadunico_tot_pes,cadunico_tot_pes_rpc_ate_meio_sm,cadunico_tot_pes_pob,cadunico_tot_pes_ext_pob,cadunico_tot_pes_pob_e_ext_pob,cadunico_tot_fam,cadunico_tot_fam_rpc_ate_meio_sm,cadunico_tot_fam_pob,cadunico_tot_fam_ext_pob,cadunico_tot_fam_pob_e_ext_pob,mes,ano
3300258,330025,Arraial do Cabo,15992.0,11022.0,2800.0,2122.0,4922.0,6922,3977.0,911.0,804.0,1715.0,10,2020
3300258,330025,Arraial do Cabo,15948.0,10990.0,2790.0,2122.0,4912.0,6904,3967.0,908.0,808.0,1716.0,09,2020
3300258,330025,Arraial do Cabo,15900.0,10966.0,2784.0,2138.0,4922.0,6870,3953.0,906.0,811.0,1717.0,08,2020
3300258,330025,Arraial do Cabo,15615.0,10824.0,2766.0,2183.0,4949.0,6704,3886.0,896.0,822.0,1718.0,07,2020
3300258,330025,Arraial do Cabo,15096.0,10633.0,2790.0,2204.0,4994.0,6415,3800.0,898.0,830.0,1728.0,06,2020
3300258,330025,Arraial do Cabo,13927.0,10128.0,2806.0,2172.0,4978.0,5793,3589.0,899.0,818.0,1717.0,05,2020
3300258,330025,Arraial do Cabo,12239.0,9227.0,2771.0,2108.0,4879.0,5004,3223.0,885.0,776.0,1661.0,04,2020
3300258,330025,Arraial do Cabo,12158.0,9168.0,2763.0,2235.0,4998.0,4966,3202.0,878.0,818.0,1696.0,03,2020
3300258,330025,Arraial do Cabo,11911.0,9062.0,2764.0,2273.0,5037.0,4857,3162.0,880.0,829.0,1709.0,02,2020
3300258,330025,Arraial do Cabo,12469.0,9526.0,2926.0,2500.0,5426.0,5095,3355.0,945.0,917.0,1862.0,01,2020
3300258,330025,Arraial do Cabo,17399.0,12571.0,2721.0,3302.0,6023.0,7839,4864.0,946.0,1402.0,2348.0,12,2021
3300258,330025,Arraial do Cabo,17308.0,12502.0,2738.0,3217.0,5955.0,7788,4823.0,953.0,1358.0,2311.0,11,2021
3300258,330025,Arraial do Cabo,17000.0,12222.0,2701.0,3030.0,5731.0,7617,4675.0,934.0,1261.0,2195.0,10,2021
3300258,330025,Arraial do Cabo,16805.0,12063.0,2717.0,2915.0,5632.0,7510,4598.0,940.0,1202.0,2142.0,09,2021
3300258,330025,Arraial do Cabo,16695.0,11943.0,2732.0,2802.0,5534.0,7421,4516.0,937.0,1140.0,2077.0,08,2021
3300258,330025,Arraial do Cabo,16579.0,11832.0,2720.0,2687.0,5407.0,7346,4448.0,934.0,1072.0,2006.0,07,2021
3300258,330025,Arraial do Cabo,16310.0,11622.0,2715.0,2458.0,5173.0,7181,4319.0,915.0,966.0,1881.0,06,2021
3300258,330025,Arraial do Cabo,16186.0,11500.0,2687.0,2418.0,5105.0,7105,4248.0,899.0,941.0,1840.0,05,2021
3300258,330025,Arraial do Cabo,16108.0,11435.0,2692.0,2355.0,5047.0,7047,4198.0,892.0,909.0,1801.0,04,2021
3300258,330025,Arraial do Cabo,15960.0,11254.0,2720.0,2137.0,4857.0,6953,4096.0,892.0,814.0,1706.0,03,2021
3300258,330025,Arraial do Cabo,15900.0,11205.0,2695.0,2104.0,4799.0,6903,4059.0,882.0,793.0,1675.0,02,2021
3300258,330025,Arraial do Cabo,15777.0,11105.0,2701.0,2086.0,4787.0,6841,4013.0,877.0,790.0,1667.0,01,2021
3300258,330025,Arraial do Cabo,20564.0,15583.0,2800.0,6604.0,9404.0,10108,6944.0,1122.0,3283.0,4405.0,12,2022
3300258,330025,Arraial do Cabo,20450.0,15503.0,2815.0,6473.0,9288.0,10020,6876.0,1129.0,3196.0,4325.0,11,2022
3300258,330025,Arraial do Cabo,20266.0,15336.0,2870.0,6276.0,9146.0,9886,6764.0,1147.0,3074.0,4221.0,10,2022
3300258,330025,Arraial do Cabo,19957.0,15068.0,2843.0,5969.0,8812.0,9621,6539.0,1136.0,2855.0,3991.0,09,2022
3300258,330025,Arraial do Cabo,19480.0,14666.0,2782.0,5586.0,8368.0,9261,6234.0,1090.0,2601.0,3691.0,08,2022
3300258,330025,Arraial do Cabo,19024.0,14282.0,2757.0,5270.0,8027.0,8926,5959.0,1058.0,2395.0,3453.0,07,2022
3300258,330025,Arraial do Cabo,18482.0,13820.0,2784.0,4853.0,7637.0,8570,5663.0,1023.0,2165.0,3188.0,06,2022
3300258,330025,Arraial do Cabo,18175.0,13566.0,2802.0,4642.0,7444.0,8360,5483.0,1016.0,2028.0,3044.0,05,2022
3300258,330025,Arraial do Cabo,17991.0,13445.0,2843.0,4543.0,7386.0,8229,5390.0,1028.0,1957.0,2985.0,04,2022
3300258,330025,Arraial do Cabo,17690.0,13266.0,2893.0,4332.0,7225.0,8031,5254.0,1025.0,1840.0,2865.0,03,2022
3300258,330025,Arraial do Cabo,17582.0,13171.0,2917.0,4208.0,7125.0,7957,5192.0,1026.0,1777.0,2803.0,02,2022
3300258,330025,Arraial do Cabo,17446.0,13067.0,2918.0,4085.0,7003.0,7865,5121.0,1023.0,1706.0,2729.0,01,2022
3300308,330030,Barra do Piraí,24229.0,23050.0,8918.0,8937.0,17855.0,6698,6173.0,2210.0,2486.0,4696.0,12,2012
3300308,330030,Barra do Piraí,24028.0,22876.0,9022.0,8749.0,17771.0,6614,6103.0,2233.0,2418.0,4651.0,11,2012
3300308,330030,Barra do Piraí,23951.0,22798.0,9096.0,8697.0,17793.0,6574,6063.0,2258.0,2381.0,4639.0,10,2012
3300308,330030,Barra do Piraí,23706.0,22591.0,9182.0,8530.0,17712.0,6488,5996.0,2270.0,2332.0,4602.0,09,2012
3300308,330030,Barra do Piraí,23479.0,22395.0,9120.0,8505.0,17625.0,6407,5924.0,2257.0,2306.0,4563.0,08,2012
3300308,330030,Barra do Piraí,23393.0,22331.0,9139.0,8446.0,17585.0,6379,5903.0,2266.0,2283.0,4549.0,07,2012
3300308,330030,Barra do Piraí,22560.0,21556.0,8917.0,8081.0,16998.0,6288,5835.0,2271.0,2242.0,4513.0,06,2012
3300308,330030,Barra do Piraí,22913.0,21932.0,9104.0,8245.0,17349.0,6204,5773.0,2258.0,2215.0,4473.0,05,2012
3300308,330030,Barra do Piraí,22913.0,21932.0,9104.0,8245.0,17349.0,6204,5773.0,2258.0,2215.0,4473.0,04,2012
3300308,330030,Barra do Piraí,,,,,,5960,,,,,03,2012
3300308,330030,Barra do Piraí,,,,,,5877,,,,,02,2012
3300308,330030,Barra do Piraí,26430.0,25121.0,8377.0,9909.0,18286.0,7471,6873.0,2085.0,2855.0,4940.0,12,2013
3300308,330030,Barra do Piraí,26333.0,25057.0,8569.0,9819.0,18388.0,7452,6863.0,2135.0,2833.0,4968.0,11,2013
3300308,330030,Barra do Piraí,25997.0,24762.0,8546.0,9667.0,18213.0,7393,6817.0,2148.0,2798.0,4946.0,10,2013
3300308,330030,Barra do Piraí,25858.0,24650.0,8594.0,9674.0,18268.0,7345,6779.0,2161.0,2790.0,4951.0,09,2013
3300308,330030,Barra do Piraí,25610.0,24437.0,8615.0,9542.0,18157.0,7252,6698.0,2154.0,2745.0,4899.0,08,2013
3300308,330030,Barra do Piraí,25310.0,24156.0,8715.0,9338.0,18053.0,7157,6611.0,2177.0,2685.0,4862.0,07,2013
3300308,330030,Barra do Piraí,25114.0,23979.0,8754.0,9220.0,17974.0,7100,6560.0,2190.0,2652.0,4842.0,06,2013
3300308,330030,Barra do Piraí,25007.0,23881.0,8791.0,9164.0,17955.0,7051,6520.0,2195.0,2627.0,4822.0,05,2013
3300308,330030,Barra do Piraí,24958.0,23856.0,8819.0,9146.0,17965.0,7019,6500.0,2199.0,2616.0,4815.0,04,2013
3300308,330030,Barra do Piraí,24577.0,23519.0,8906.0,8993.0,17899.0,6828,6330.0,2203.0,2527.0,4730.0,03,2013
3300308,330030,Barra do Piraí,24501.0,23446.0,8892.0,9014.0,17906.0,6796,6302.0,2200.0,2525.0,4725.0,02,2013
3300308,330030,Barra do Piraí,24358.0,23341.0,8918.0,8965.0,17883.0,6739,6261.0,2205.0,2503.0,4708.0,01,2013
3300308,330030,Barra do Piraí,28649.0,26452.0,7823.0,11393.0,19216.0,8451,7435.0,2002.0,3337.0,5339.0,12,2014
3300308,330030,Barra do Piraí,28475.0,26312.0,7852.0,11328.0,19180.0,8391,7384.0,2009.0,3309.0,5318.0,11,2014
3300308,330030,Barra do Piraí,28270.0,26208.0,7873.0,11263.0,19136.0,8304,7337.0,2009.0,3282.0,5291.0,10,2014
3300308,330030,Barra do Piraí,28042.0,26067.0,7893.0,11198.0,19091.0,8229,7299.0,2017.0,3259.0,5276.0,09,2014
3300308,330030,Barra do Piraí,27970.0,26062.0,7854.0,11289.0,19143.0,8172,7271.0,1995.0,3276.0,5271.0,08,2014
3300308,330030,Barra do Piraí,27464.0,25894.0,7938.0,11259.0,19197.0,7946,7207.0,2009.0,3260.0,5269.0,07,2014
3300308,330030,Barra do Piraí,27322.0,25892.0,7982.0,11262.0,19244.0,7877,7192.0,2015.0,3257.0,5272.0,06,2014
3300308,330030,Barra do Piraí,26980.0,25766.0,8135.0,11208.0,19343.0,7699,7123.0,2040.0,3231.0,5271.0,05,2014
3300308,330030,Barra do Piraí,26940.0,25736.0,8178.0,10259.0,18437.0,7669,7097.0,2045.0,2975.0,5020.0,04,2014
3300308,330030,Barra do Piraí,26840.0,25659.0,8248.0,10199.0,18447.0,7626,7067.0,2060.0,2957.0,5017.0,03,2014
3300308,330030,Barra do Piraí,26648.0,25489.0,8301.0,10085.0,18386.0,7553,7003.0,2066.0,2914.0,4980.0,02,2014
3300308,330030,Barra do Piraí,26448.0,25311.0,8378.0,9943.0,18321.0,7480,6938.0,2082.0,2867.0,4949.0,01,2014
3300308,330030,Barra do Piraí,26589.0,24391.0,5673.0,10830.0,16503.0,8033,6976.0,1472.0,3243.0,4715.0,12,2015
3300308,330030,Barra do Piraí,26314.0,24191.0,5769.0,10680.0,16449.0,7910,6892.0,1485.0,3195.0,4680.0,11,2015
3300308,330030,Barra do Piraí,26292.0,24210.0,5898.0,10654.0,16552.0,7879,6879.0,1515.0,3175.0,4690.0,10,2015
3300308,330030,Barra do Piraí,26242.0,24180.0,5933.0,10742.0,16675.0,7861,6867.0,1526.0,3191.0,4717.0,09,2015
3300308,330030,Barra do Piraí,26104.0,24069.0,5937.0,10746.0,16683.0,7812,6833.0,1525.0,3190.0,4715.0,08,2015
3300308,330030,Barra do Piraí,25919.0,23914.0,6012.0,10701.0,16713.0,7745,6781.0,1533.0,3176.0,4709.0,07,2015
3300308,330030,Barra do Piraí,27496.0,25473.0,6717.0,10999.0,17716.0,8214,7241.0,1713.0,3280.0,4993.0,06,2015
3300308,330030,Barra do Piraí,27537.0,25537.0,6885.0,11125.0,18010.0,8210,7251.0,1748.0,3312.0,5060.0,05,2015
3300308,330030,Barra do Piraí,27439.0,25453.0,6947.0,11022.0,17969.0,8171,7219.0,1762.0,3280.0,5042.0,04,2015
3300308,330030,Barra do Piraí,27303.0,25339.0,6923.0,11032.0,17955.0,8120,7178.0,1751.0,3278.0,5029.0,03,2015
3300308,330030,Barra do Piraí,27271.0,25339.0,6961.0,11016.0,17977.0,8095,7168.0,1758.0,3268.0,5026.0,02,2015
3300308,330030,Barra do Piraí,27131.0,25235.0,7017.0,10987.0,18004.0,8039,7130.0,1775.0,3251.0,5026.0,01,2015
3300308,330030,Barra do Piraí,26222.0,23553.0,5224.0,10561.0,15785.0,7960,6715.0,1383.0,3186.0,4569.0,12,2016
3300308,330030,Barra do Piraí,27373.0,24634.0,5524.0,10762.0,16286.0,8341,7053.0,1467.0,3252.0,4719.0,11,2016
3300308,330030,Barra do Piraí,27192.0,24500.0,5539.0,10686.0,16225.0,8284,7012.0,1465.0,3228.0,4693.0,10,2016
3300308,330030,Barra do Piraí,27173.0,24526.0,5501.0,10805.0,16306.0,8278,7025.0,1456.0,3262.0,4718.0,09,2016
3300308,330030,Barra do Piraí,27062.0,25021.0,5534.0,10779.0,16313.0,8238,7209.0,1459.0,3250.0,4709.0,08,2016
3300308,330030,Barra do Piraí,26886.0,24862.0,5902.0,11281.0,17183.0,8175,7155.0,1529.0,3379.0,4908.0,07,2016
3300308,330030,Barra do Piraí,26539.0,24605.0,5875.0,11376.0,17251.0,8060,7078.0,1513.0,3401.0,4914.0,06,2016
3300308,330030,Barra do Piraí,26418.0,24528.0,5562.0,11067.0,16629.0,8012,7055.0,1454.0,3319.0,4773.0,05,2016
3300308,330030,Barra do Piraí,26139.0,24283.0,5477.0,10918.0,16395.0,7924,6981.0,1428.0,3277.0,4705.0,04,2016
3300308,330030,Barra do Piraí,25863.0,24082.0,5437.0,10828.0,16265.0,7815,6906.0,1412.0,3238.0,4650.0,03,2016
3300308,330030,Barra do Piraí,25705.0,23938.0,5414.0,10734.0,16148.0,7757,6857.0,1403.0,3209.0,4612.0,02,2016
3300308,330030,Barra do Piraí,25553.0,23811.0,5370.0,10695.0,16065.0,7688,6804.0,1387.0,3190.0,4577.0,01,2016
3300308,330030,Barra do Piraí,26547.0,23901.0,4553.0,11949.0,16502.0,8583,7146.0,1213.0,3745.0,4958.0,12,2017
3300308,330030,Barra do Piraí,26251.0,23787.0,4573.0,11848.0,16421.0,8418,7083.0,1221.0,3696.0,4917.0,11,2017
3300308,330030,Barra do Piraí,25899.0,23610.0,4644.0,11679.0,16323.0,8239,7010.0,1235.0,3632.0,4867.0,10,2017
3300308,330030,Barra do Piraí,25366.0,23286.0,4584.0,11454.0,16038.0,7990,6883.0,1217.0,3539.0,4756.0,09,2017
3300308,330030,Barra do Piraí,27390.0,25168.0,5203.0,11618.0,16821.0,8554,7395.0,1375.0,3586.0,4961.0,08,2017
3300308,330030,Barra do Piraí,27104.0,25033.0,5215.0,11511.0,16726.0,8417,7342.0,1374.0,3556.0,4930.0,07,2017
3300308,330030,Barra do Piraí,26829.0,24851.0,5242.0,11543.0,16785.0,8284,7262.0,1379.0,3533.0,4912.0,06,2017
3300308,330030,Barra do Piraí,26814.0,24849.0,5330.0,11592.0,16922.0,8242,7235.0,1397.0,3522.0,4919.0,05,2017
3300308,330030,Barra do Piraí,26748.0,24823.0,5371.0,11551.0,16922.0,8194,7207.0,1405.0,3501.0,4906.0,04,2017
3300308,330030,Barra do Piraí,26555.0,24674.0,5414.0,11351.0,16765.0,8107,7143.0,1414.0,3431.0,4845.0,03,2017
3300308,330030,Barra do Piraí,26422.0,24573.0,5460.0,11268.0,16728.0,8045,7099.0,1422.0,3396.0,4818.0,02,2017
3300308,330030,Barra do Piraí,26332.0,24487.0,5491.0,11190.0,16681.0,8007,7065.0,1429.0,3365.0,4794.0,01,2017
3300308,330030,Barra do Piraí,26732.0,22897.0,3352.0,12601.0,15953.0,9373,7234.0,913.0,4222.0,5135.0,12,2018
3300308,330030,Barra do Piraí,26982.0,23512.0,3689.0,12714.0,16403.0,9284,7386.0,1009.0,4239.0,5248.0,11,2018
3300308,330030,Barra do Piraí,26630.0,23283.0,3727.0,12589.0,16316.0,9119,7292.0,1014.0,4188.0,5202.0,10,2018
3300308,330030,Barra do Piraí,26150.0,22966.0,3810.0,12573.0,16383.0,8883,7155.0,1034.0,4137.0,5171.0,09,2018
3300308,330030,Barra do Piraí,25763.0,22735.0,3752.0,12545.0,16297.0,8689,7045.0,1019.0,4089.0,5108.0,08,2018
3300308,330030,Barra do Piraí,27213.0,24011.0,4086.0,12493.0,16579.0,9115,7394.0,1104.0,4053.0,5157.0,07,2018
3300308,330030,Barra do Piraí,27166.0,24018.0,3922.0,12436.0,16358.0,9060,7370.0,1067.0,4019.0,5086.0,06,2018
3300308,330030,Barra do Piraí,26994.0,23921.0,3937.0,12371.0,16308.0,8957,7303.0,1066.0,3980.0,5046.0,05,2018
3300308,330030,Barra do Piraí,26652.0,23694.0,3975.0,12092.0,16067.0,8808,7212.0,1082.0,3868.0,4950.0,04,2018
3300308,330030,Barra do Piraí,26277.0,23437.0,4057.0,11844.0,15901.0,8647,7099.0,1099.0,3765.0,4864.0,03,2018
3300308,330030,Barra do Piraí,26974.0,24185.0,4376.0,12104.0,16480.0,8801,7291.0,1185.0,3817.0,5002.0,02,2018
3300308,330030,Barra do Piraí,26832.0,24139.0,4473.0,12045.0,16518.0,8720,7256.0,1204.0,3793.0,4997.0,01,2018
3300308,330030,Barra do Piraí,27927.0,23305.0,3008.0,13380.0,16388.0,10362,7668.0,855.0,4623.0,5478.0,12,2019
3300308,330030,Barra do Piraí,27752.0,23164.0,3001.0,13337.0,16338.0,10286,7612.0,851.0,4599.0,5450.0,11,2019
3300308,330030,Barra do Piraí,27529.0,23026.0,3011.0,13229.0,16240.0,10180,7549.0,852.0,4553.0,5405.0,10,2019
3300308,330030,Barra do Piraí,27239.0,22848.0,3051.0,13077.0,16128.0,10032,7468.0,849.0,4500.0,5349.0,09,2019
3300308,330030,Barra do Piraí,28512.0,23957.0,3326.0,13274.0,16600.0,10389,7772.0,917.0,4562.0,5479.0,08,2019
3300308,330030,Barra do Piraí,28351.0,23877.0,3327.0,13286.0,16613.0,10293,7722.0,912.0,4543.0,5455.0,07,2019
3300308,330030,Barra do Piraí,28147.0,23717.0,3354.0,13187.0,16541.0,10197,7659.0,919.0,4504.0,5423.0,06,2019
3300308,330030,Barra do Piraí,27885.0,23538.0,3317.0,13038.0,16355.0,10075,7579.0,907.0,4440.0,5347.0,05,2019
3300308,330030,Barra do Piraí,27738.0,23445.0,3314.0,13008.0,16322.0,9987,7531.0,908.0,4416.0,5324.0,04,2019
3300308,330030,Barra do Piraí,28199.0,23860.0,3499.0,13124.0,16623.0,10099,7639.0,961.0,4447.0,5408.0,03,2019
3300308,330030,Barra do Piraí,28033.0,23755.0,3507.0,13014.0,16521.0,9988,7573.0,958.0,4393.0,5351.0,02,2019
3300308,330030,Barra do Piraí,27638.0,23485.0,3509.0,12847.0,16356.0,9810,7457.0,958.0,4306.0,5264.0,01,2019
3300308,330030,Barra do Piraí,27134.0,22998.0,2769.0,13578.0,16347.0,10258,7728.0,801.0,4782.0,5583.0,12,2020
3300308,330030,Barra do Piraí,26926.0,22827.0,2777.0,13468.0,16245.0,10166,7655.0,803.0,4728.0,5531.0,11,2020
3300308,330030,Barra do Piraí,28001.0,23629.0,2898.0,13711.0,16609.0,10552,7914.0,839.0,4814.0,5653.0,10,2020
3300308,330030,Barra do Piraí,27760.0,23460.0,2869.0,13629.0,16498.0,10435,7838.0,831.0,4770.0,5601.0,09,2020
3300308,330030,Barra do Piraí,27496.0,23237.0,2916.0,13516.0,16432.0,10305,7738.0,842.0,4714.0,5556.0,08,2020
3300308,330030,Barra do Piraí,27318.0,23107.0,2903.0,13449.0,16352.0,10202,7668.0,834.0,4669.0,5503.0,07,2020
3300308,330030,Barra do Piraí,27215.0,23019.0,2907.0,13424.0,16331.0,10154,7628.0,833.0,4652.0,5485.0,06,2020
3300308,330030,Barra do Piraí,27179.0,22983.0,2897.0,13405.0,16302.0,10127,7605.0,829.0,4637.0,5466.0,05,2020
3300308,330030,Barra do Piraí,27130.0,22939.0,2903.0,13362.0,16265.0,10110,7591.0,830.0,4623.0,5453.0,04,2020
3300308,330030,Barra do Piraí,27126.0,22942.0,2905.0,13362.0,16267.0,10107,7590.0,830.0,4623.0,5453.0,03,2020
3300308,330030,Barra do Piraí,26998.0,22847.0,2908.0,13304.0,16212.0,10039,7533.0,824.0,4595.0,5419.0,02,2020
3300308,330030,Barra do Piraí,28016.0,23575.0,3024.0,13395.0,16419.0,10402,7771.0,858.0,4634.0,5492.0,01,2020
3300308,330030,Barra do Piraí,29214.0,25102.0,2497.0,15480.0,17977.0,11448,8850.0,742.0,5776.0,6518.0,12,2021
3300308,330030,Barra do Piraí,28960.0,24876.0,2529.0,15232.0,17761.0,11271,8694.0,751.0,5620.0,6371.0,11,2021
3300308,330030,Barra do Piraí,28600.0,24535.0,2569.0,14874.0,17443.0,11052,8491.0,760.0,5425.0,6185.0,10,2021
3300308,330030,Barra do Piraí,28335.0,24298.0,2631.0,14628.0,17259.0,10917,8370.0,771.0,5307.0,6078.0,09,2021
3300308,330030,Barra do Piraí,28160.0,24157.0,2655.0,14500.0,17155.0,10809,8287.0,773.0,5238.0,6011.0,08,2021
3300308,330030,Barra do Piraí,28082.0,24086.0,2657.0,14428.0,17085.0,10742,8234.0,773.0,5189.0,5962.0,07,2021
3300308,330030,Barra do Piraí,27991.0,23995.0,2690.0,14337.0,17027.0,10687,8185.0,785.0,5139.0,5924.0,06,2021
3300308,330030,Barra do Piraí,27938.0,23947.0,2718.0,14268.0,16986.0,10659,8162.0,793.0,5109.0,5902.0,05,2021
3300308,330030,Barra do Piraí,27807.0,23825.0,2714.0,14142.0,16856.0,10591,8100.0,792.0,5046.0,5838.0,04,2021
3300308,330030,Barra do Piraí,27546.0,23550.0,2696.0,13927.0,16623.0,10481,7993.0,787.0,4957.0,5744.0,03,2021
3300308,330030,Barra do Piraí,27430.0,23443.0,2714.0,13830.0,16544.0,10410,7926.0,784.0,4907.0,5691.0,02,2021
3300308,330030,Barra do Piraí,27227.0,23260.0,2753.0,13637.0,16390.0,10313,7844.0,799.0,4817.0,5616.0,01,2021
3300308,330030,Barra do Piraí,34831.0,29750.0,2757.0,19255.0,22012.0,15541,12262.0,900.0,8647.0,9547.0,12,2022
3300308,330030,Barra do Piraí,34541.0,29566.0,2686.0,19174.0,21860.0,15281,12073.0,857.0,8536.0,9393.0,11,2022
3300308,330030,Barra do Piraí,34175.0,29284.0,2612.0,19012.0,21624.0,14987,11830.0,816.0,8368.0,9184.0,10,2022
3300308,330030,Barra do Piraí,33328.0,28554.0,2484.0,18620.0,21104.0,14385,11316.0,756.0,8009.0,8765.0,09,2022
3300308,330030,Barra do Piraí,32818.0,28095.0,2443.0,18240.0,20683.0,13991,10960.0,738.0,7686.0,8424.0,08,2022
3300308,330030,Barra do Piraí,32358.0,27700.0,2404.0,17953.0,20357.0,13653,10664.0,713.0,7449.0,8162.0,07,2022
3300308,330030,Barra do Piraí,31881.0,27317.0,2379.0,17661.0,20040.0,13324,10388.0,701.0,7211.0,7912.0,06,2022
3300308,330030,Barra do Piraí,30964.0,26874.0,2371.0,17595.0,19966.0,12800,10133.0,683.0,7111.0,7794.0,05,2022
3300308,330030,Barra do Piraí,30606.0,26645.0,2388.0,17554.0,19942.0,12516,9927.0,678.0,6981.0,7659.0,04,2022
3300308,330030,Barra do Piraí,30163.0,26271.0,2420.0,17185.0,19605.0,12146,9600.0,679.0,6669.0,7348.0,03,2022
3300308,330030,Barra do Piraí,29931.0,26067.0,2428.0,16951.0,19379.0,11964,9435.0,678.0,6500.0,7178.0,02,2022
3300308,330030,Barra do Piraí,29368.0,25571.0,2483.0,16343.0,18826.0,11573,9091.0,690.0,6131.0,6821.0,01,2022
3300407,330040,Barra Mansa,40179.0,37077.0,10866.0,19820.0,30686.0,13746,11798.0,3186.0,6416.0,9602.0,12,2012
3300407,330040,Barra Mansa,40103.0,37026.0,10853.0,19863.0,30716.0,13712,11776.0,3184.0,6421.0,9605.0,11,2012
3300407,330040,Barra Mansa,40060.0,37017.0,10799.0,20001.0,30800.0,13692,11772.0,3162.0,6472.0,9634.0,10,2012
3300407,330040,Barra Mansa,39759.0,36779.0,10668.0,20138.0,30806.0,13573,11688.0,3115.0,6514.0,9629.0,09,2012
3300407,330040,Barra Mansa,39138.0,36339.0,10468.0,20326.0,30794.0,13308,11513.0,3035.0,6559.0,9594.0,08,2012
3300407,330040,Barra Mansa,39121.0,36336.0,10459.0,20375.0,30834.0,13297,11508.0,3027.0,6577.0,9604.0,07,2012
3300407,330040,Barra Mansa,37972.0,35287.0,10080.0,19986.0,30066.0,13189,11452.0,2979.0,6634.0,9613.0,06,2012
3300407,330040,Barra Mansa,38684.0,36040.0,10279.0,20583.0,30862.0,13081,11376.0,2959.0,6634.0,9593.0,05,2012
3300407,330040,Barra Mansa,38684.0,36040.0,10279.0,20583.0,30862.0,13081,11376.0,2959.0,6634.0,9593.0,04,2012
3300407,330040,Barra Mansa,,,,,,12858,,,,,03,2012
3300407,330040,Barra Mansa,,,,,,12736,,,,,02,2012
3300407,330040,Barra Mansa,41669.0,38256.0,11556.0,18451.0,30007.0,14312,12205.0,3431.0,5995.0,9426.0,12,2013
3300407,330040,Barra Mansa,41406.0,38102.0,11499.0,18744.0,30243.0,14226,12158.0,3400.0,6094.0,9494.0,11,2013
3300407,330040,Barra Mansa,41095.0,37859.0,11250.0,18984.0,30234.0,14133,12091.0,3326.0,6176.0,9502.0,10,2013
3300407,330040,Barra Mansa,41032.0,37819.0,11180.0,19144.0,30324.0,14107,12076.0,3303.0,6223.0,9526.0,09,2013
3300407,330040,Barra Mansa,40950.0,37778.0,11165.0,19302.0,30467.0,14070,12059.0,3292.0,6274.0,9566.0,08,2013
3300407,330040,Barra Mansa,40695.0,37630.0,11088.0,19474.0,30562.0,13962,12001.0,3266.0,6313.0,9579.0,07,2013
3300407,330040,Barra Mansa,40501.0,37452.0,10997.0,19554.0,30551.0,13887,11935.0,3228.0,6341.0,9569.0,06,2013
3300407,330040,Barra Mansa,40426.0,37399.0,10930.0,19665.0,30595.0,13860,11917.0,3201.0,6379.0,9580.0,05,2013
3300407,330040,Barra Mansa,40291.0,37307.0,10934.0,19665.0,30599.0,13811,11892.0,3201.0,6384.0,9585.0,04,2013
3300407,330040,Barra Mansa,40083.0,37165.0,10827.0,19738.0,30565.0,13731,11843.0,3170.0,6400.0,9570.0,03,2013
3300407,330040,Barra Mansa,40194.0,37269.0,10865.0,19797.0,30662.0,13759,11869.0,3185.0,6409.0,9594.0,02,2013
3300407,330040,Barra Mansa,40201.0,37302.0,10865.0,19815.0,30680.0,13754,11879.0,3185.0,6414.0,9599.0,01,2013
3300407,330040,Barra Mansa,44401.0,40362.0,11528.0,19363.0,30891.0,15330,12949.0,3434.0,6369.0,9803.0,12,2014
3300407,330040,Barra Mansa,44147.0,40181.0,11497.0,19319.0,30816.0,15227,12874.0,3420.0,6343.0,9763.0,11,2014
3300407,330040,Barra Mansa,44034.0,40140.0,11509.0,19430.0,30939.0,15172,12850.0,3422.0,6369.0,9791.0,10,2014
3300407,330040,Barra Mansa,43545.0,39805.0,11450.0,19433.0,30883.0,15025,12763.0,3412.0,6370.0,9782.0,09,2014
3300407,330040,Barra Mansa,43218.0,39530.0,11383.0,19400.0,30783.0,14889,12650.0,3380.0,6343.0,9723.0,08,2014
3300407,330040,Barra Mansa,42780.0,39213.0,11282.0,19422.0,30704.0,14730,12546.0,3358.0,6335.0,9693.0,07,2014
3300407,330040,Barra Mansa,42447.0,38946.0,11208.0,19463.0,30671.0,14624,12468.0,3338.0,6337.0,9675.0,06,2014
3300407,330040,Barra Mansa,42396.0,38920.0,11229.0,19453.0,30682.0,14602,12455.0,3344.0,6330.0,9674.0,05,2014
3300407,330040,Barra Mansa,42331.0,38882.0,11692.0,17904.0,29596.0,14569,12433.0,3486.0,5835.0,9321.0,04,2014
3300407,330040,Barra Mansa,42206.0,38782.0,11688.0,17888.0,29576.0,14525,12401.0,3480.0,5830.0,9310.0,03,2014
3300407,330040,Barra Mansa,42113.0,38763.0,11655.0,18073.0,29728.0,14469,12380.0,3465.0,5875.0,9340.0,02,2014
3300407,330040,Barra Mansa,41934.0,38695.0,11677.0,18235.0,29912.0,14405,12370.0,3466.0,5930.0,9396.0,01,2014
3300407,330040,Barra Mansa,35819.0,32555.0,7939.0,15270.0,23209.0,12344,10564.0,2412.0,5136.0,7548.0,12,2015
3300407,330040,Barra Mansa,35382.0,32167.0,7876.0,15072.0,22948.0,12195,10441.0,2386.0,5076.0,7462.0,11,2015
3300407,330040,Barra Mansa,35212.0,32017.0,7863.0,15041.0,22904.0,12139,10392.0,2384.0,5057.0,7441.0,10,2015
