most_recent_demand
50955.0
2315.0
40989.0
2232.0
10379.0
6604.0
19255.0
35381.0
210700.0
4943.0
5575.0
53411.0
18150.0
4741.0
166814.0
4260.0
5510.0
3337.0
5939.0
9525.0
2210.0
8583.0
3634.0
2212.0
285007.0
4039.0
25388.0
8678.0
94567.0
36404.0
3468.0
4103.0
16342.0
7485.0
46558.0
1916.0
54478.0
1371.0
87666.0
12197.0
35378.0
4586.0
60173.0
8733.0
9722.0
4625.0
33653.0
93654.0
25645.0
359615.0
17506.0
7946.0
13115.0
6545.0
58260.0
7028.0
7232.0
5212.0
5240.0
3250.0
51840.0
6913.0
18208.0
22220.0
4889.0
2489.0
38720.0
1282665.0
1806.0
5533.0
10793.0
16833.0
222417.0
17066.0
91861.0
2047.0
4376.0
27722.0
1846.0
3732.0
23471.0
40610.0
6645.0
6147.0
13862.0
36795.0
2951.0
24997.0
18067.0
4102.0
6948.0
56099.0
